chr,x0,x1
chr1,228138,229117
chr1,470461,471386
chr1,567607,567747
chr1,567991,568100
chr1,1604502,1605006
chr1,1605305,1605904
chr1,1667073,1667490
chr1,1668169,1668795
chr1,1737524,1738382
chr1,1746710,1747663
chr1,2487817,2488504
chr1,2488824,2490182
chr1,2490930,2492467
chr1,2492653,2493576
chr1,2494001,2495006
chr1,2496223,2496988
chr1,2996393,2996604
chr1,3643633,3643878
chr1,4366819,4367719
chr1,6190203,6190427
chr1,6648237,6648486
chr1,8716203,8716391
chr1,8824614,8824816
chr1,10481310,10481488
chr1,11562109,11562322
chr1,12570227,12570448
chr1,14096427,14097102
chr1,14804487,14805188
chr1,17961735,17961876
chr1,18478111,18478344
chr1,20303537,20303725
chr1,20915149,20916144
chr1,20931042,20931993
chr1,20939928,20940771
chr1,20944558,20945405
chr1,22234338,22235027
chr1,22550274,22550505
chr1,24017930,24019580
chr1,24019944,24021633
chr1,24021919,24023246
chr1,25228681,25229004
chr1,25245565,25246022
chr1,25255713,25256585
chr1,26689460,26689736
chr1,27533961,27534505
chr1,29519374,29520226
chr1,29533093,29533876
chr1,30518890,30519103
chr1,30790438,30790648
chr1,31581081,31581712
chr1,31770498,31771296
chr1,36931322,36933927
chr1,37823044,37823219
chr1,40366816,40367155
chr1,40798712,40799590
chr1,41405158,41405697
chr1,42178371,42178553
chr1,43814535,43815398
chr1,44010465,44011196
chr1,44018809,44019917
chr1,44034990,44035726
chr1,44041222,44041974
chr1,44044163,44045258
chr1,44054146,44054919
chr1,44056326,44058545
chr1,44063215,44063850
chr1,44064139,44064859
chr1,44067430,44068130
chr1,44068758,44072974
chr1,44074687,44075471
chr1,44078121,44078840
chr1,44078948,44079685
chr1,44082786,44088034
chr1,44702603,44702853
chr1,45184820,45185175
chr1,45268354,45268529
chr1,47963763,47964163
chr1,48963181,48963518
chr1,52265838,52266620
chr1,53459144,53459368
chr1,55510128,55510289
chr1,57003913,57004423
chr1,57051685,57051881
chr1,57984214,57984360
chr1,61063882,61064134
chr1,63694650,63694856
chr1,67727942,67728069
chr1,68707922,68709039
chr1,74673027,74673694
chr1,83146886,83147760
chr1,103543586,103543884
chr1,114661164,114661345
chr1,115250724,115252727
chr1,115256079,115256949
chr1,115258265,115259181
chr1,117057052,117057858
chr1,117061504,117062305
chr1,117064147,117064950
chr1,117078291,117079162
chr1,117086622,117087551
chr1,117113417,117113719
chr1,118635716,118635995
chr1,118793027,118793205
chr1,120457586,120459644
chr1,120459897,120460734
chr1,120460889,120461310
chr1,120461674,120463400
chr1,120463978,120465762
chr1,120465950,120466925
chr1,120467591,120468745
chr1,121308524,121308969
chr1,121483792,121483893
chr1,121484005,121485485
chr1,146982086,146982314
chr1,148193508,148193693
chr1,150039549,150041196
chr1,150043939,150044610
chr1,150048086,150050238
chr1,150053101,150055297
chr1,150063677,150064864
chr1,150065261,150066097
chr1,150082264,150083080
chr1,150116560,150117338
chr1,150658698,150659343
chr1,154051977,154052557
chr1,154573570,154574320
chr1,154835561,154835691
chr1,155869819,155870709
chr1,155873711,155874960
chr1,155879759,155881027
chr1,156099474,156099623
chr1,156201697,156202546
chr1,156866215,156866425
chr1,158506828,158507492
chr1,165930222,165930465
chr1,169681004,169681177
chr1,169796641,169797196
chr1,177242456,177242903
chr1,177249794,177250415
chr1,185056317,185057109
chr1,185060341,185061306
chr1,185061825,185062688
chr1,185066815,185067746
chr1,185068599,185069700
chr1,189619899,189620616
chr1,190066806,190068566
chr1,190129502,190130324
chr1,190194911,190195701
chr1,190203145,190203983
chr1,190233742,190234508
chr1,190250383,190251193
chr1,190423496,190424332
chr1,192534779,192534917
chr1,203625871,203626559
chr1,204315925,204316719
chr1,210466586,210466761
chr1,212224864,212225705
chr1,212482244,212483052
chr1,220145172,220145937
chr1,224485187,224485593
chr1,228636718,228637615
chr1,232621557,232621817
chr1,233355038,233355339
chr1,233424370,233425452
chr1,236610206,236610475
chr1,236611862,236612065
chr1,236700636,236701316
chr1,238180692,238180923
chr1,238438768,238439931
chr1,239881514,239882280
chr1,240175726,240176745
chr1,242079156,242079710
chr1,242806347,242807201
chr1,246197845,246198080
chr1,249230362,249231431
