chr,x0,x1
chr1,1737717,1738133
chr1,1746938,1747652
chr1,17026006,17026158
chr1,25255947,25256193
chr1,29519640,29519976
chr1,29533485,29533819
chr1,31770638,31771226
chr1,36931519,36933880
chr1,43804839,43805461
chr1,43814870,43815257
chr1,46932342,46932529
chr1,52266104,52266435
chr1,65300108,65300398
chr1,65300827,65301268
chr1,65301448,65302114
chr1,65303355,65304513
chr1,65304977,65305728
chr1,65306694,65307610
chr1,65309466,65310652
chr1,65310860,65311547
chr1,65312022,65312671
chr1,65312978,65313699
chr1,65316316,65316790
chr1,65320860,65321668
chr1,65323044,65323763
chr1,74673220,74673495
chr1,78354236,78354478
chr1,83147042,83147613
chr1,115250991,115251516
chr1,115251994,115252467
chr1,115256167,115256672
chr1,115258449,115258912
chr1,120457647,120459536
chr1,120464607,120465715
chr1,120466085,120466848
chr1,120467763,120469330
chr1,121484316,121485484
chr1,150658821,150659074
chr1,154573686,154574272
chr1,155870015,155870602
chr1,155873878,155874765
chr1,155880064,155880818
chr1,156201904,156202513
chr1,158506960,158507409
chr1,189619996,189620408
chr1,236700837,236701185
