chr,x0,x1
chr7,13940430,13940610
chr7,13946043,13946347
chr7,13949246,13949493
chr7,13950854,13951084
chr7,13971117,13971550
chr7,13975323,13975696
chr7,13978732,13979060
chr7,14017042,14017241
chr7,14025731,14025915
chr7,14026253,14026586
chr7,14027701,14027924
chr7,14028295,14028485
chr7,14028623,14029049
chr7,14029176,14029297
chr7,14030168,14030209
chr7,42964559,42964700
chr7,55087022,55087159
chr7,55209967,55210140
chr7,55210986,55211158
chr7,55220247,55220369
chr7,55221693,55221857
chr7,55223335,55223565
chr7,55276502,55276825
chr7,116411636,116412053
chr7,116414777,116414993
chr7,116415042,116415151
chr7,129390029,129390196
chr7,129445199,129445251
chr7,137029741,137029911
chr7,140476701,140476901
chr7,140477780,140477988
chr7,140481364,140481664
chr7,140482667,140483158
chr7,140487337,140487405
chr7,140493956,140494469
chr7,140499810,140499945
chr7,140499993,140500470
chr7,140501202,140501370
chr7,140507747,140507873
chr7,140508682,140508800
chr7,140549933,140550175
chr7,140624353,140624500
chr7,155574227,155574393
