chr,x0,x1
chr12,2465679,2465826
chr12,11802887,11803411
chr12,11813935,11814021
chr12,11905196,11905735
chr12,11978568,11978657
chr12,11979324,11979567
chr12,11980281,11980393
chr12,11991899,11992437
chr12,12006348,12006690
chr12,12022207,12023077
chr12,12037207,12037713
chr12,12038734,12038972
chr12,12043863,12044102
chr12,20704348,20704512
chr12,57490854,57491063
chr12,57492277,57493414
chr12,57493539,57493885
chr12,57496062,57496290
chr12,57500066,57500262
chr12,57500300,57500741
chr12,57501004,57501265
chr12,57501378,57501682
chr12,57501925,57502260
chr12,57503713,57503905
chr12,57504882,57505341
chr12,57853910,57853995
chr12,57857444,57857585
chr12,57857770,57857885
chr12,57858327,57859878
chr12,57860013,57860182
chr12,57861106,57861250
chr12,63226002,63226069
chr12,66219110,66219279
chr12,66221770,66222137
chr12,66232287,66232647
chr12,66345152,66345563
chr12,66346124,66346261
chr12,66357012,66357446
chr12,66357798,66358051
chr12,66359999,66360226
chr12,130761650,130761839
