chr,x0,x1
chr2,114600,115294
chr2,4561650,4562011
chr2,8178400,8179095
chr2,15678113,15678853
chr2,25456880,25457601
chr2,25458269,25458984
chr2,25459489,25460115
chr2,25461679,25462638
chr2,25462882,25463908
chr2,25464116,25464948
chr2,25466507,25471350
chr2,25472240,25472880
chr2,25474439,25475260
chr2,25497494,25498722
chr2,25505026,25505822
chr2,25522723,25523359
chr2,25536393,25537181
chr2,25964604,25967572
chr2,25972324,25973550
chr2,25976085,25976800
chr2,25978606,25979265
chr2,25982072,25982852
chr2,25990136,25990893
chr2,25991333,25992098
chr2,25993986,25994695
chr2,26021954,26022730
chr2,26028797,26029534
chr2,26058123,26058663
chr2,26068057,26068704
chr2,26100722,26101391
chr2,33091887,33092085
chr2,33141247,33141713
chr2,62759867,62760385
chr2,67047220,67047640
chr2,67049182,67049678
chr2,67240837,67241505
chr2,74731963,74735057
chr2,79422622,79423343
chr2,92145125,92145836
chr2,92149940,92150748
chr2,92151280,92151910
chr2,92291406,92291552
chr2,92296783,92296915
chr2,92306731,92306888
chr2,92307300,92307448
chr2,92313259,92313392
chr2,92315313,92315495
chr2,92325015,92325315
chr2,99718297,99719519
chr2,131945833,131946317
chr2,131947145,131949636
chr2,131950604,131952119
chr2,131953082,131953625
chr2,131954842,131955804
chr2,172443583,172443708
chr2,198265146,198268803
chr2,209101498,209102168
chr2,209103512,209105056
chr2,209106391,209107135
chr2,209107880,209108632
chr2,209109703,209110435
chr2,209112810,209113630
chr2,209115835,209116580
chr2,232424529,232424872
chr2,239563185,239564014
