chr,x0,x1
chr2,10085595,10085784
chr2,24914425,24914539
chr2,24916109,24916229
chr2,24920512,24920677
chr2,24927864,24928113
chr2,24929270,24929474
chr2,24930447,24930767
chr2,24933633,24933991
chr2,24949318,24949585
chr2,24951051,24951234
chr2,29445219,29445650
chr2,29446197,29446663
chr2,29448317,29448518
chr2,29449778,29449940
chr2,33141342,33141412
chr2,89156982,89157153
chr2,113992970,113993143
chr2,113994171,113994306
chr2,133012532,133012625
chr2,133012656,133012933
chr2,133038616,133038733
chr2,133039054,133039204
chr2,139045533,139045703
chr2,158518797,158518887
chr2,192746048,192746185
chr2,192746669,192746782
chr2,210046691,210046862
chr2,230045478,230045637
