chr,x0,x1
chr15,20488298,20490982
chr15,20494787,20495884
chr15,20496214,20497077
chr15,21125540,21126080
chr15,21126937,21127420
chr15,21128292,21129453
chr15,21129689,21130104
chr15,21131504,21132234
chr15,21133931,21135709
chr15,21136299,21138718
chr15,21139563,21141216
chr15,22136726,22137306
chr15,22138095,22138595
chr15,22139473,22141300
chr15,22142673,22143480
chr15,22145146,22146840
chr15,22147449,22149890
chr15,22150751,22152379
chr15,23631219,23631650
chr15,24469126,24469693
chr15,24571443,24572159
chr15,24778961,24779660
chr15,34633854,34634606
chr15,34634996,34635500
chr15,35384574,35385691
chr15,37109079,37110364
chr15,53616565,53617178
chr15,55210347,55211107
chr15,59161777,59162046
chr15,59845094,59845339
chr15,64923606,64923720
chr15,72426911,72427151
chr15,73191628,73191885
chr15,79155766,79156252
chr15,82422441,82423171
chr15,82430765,82431463
chr15,82443535,82445056
chr15,82449719,82450504
chr15,82455869,82456636
chr15,82506764,82507496
chr15,82511705,82512877
chr15,82517203,82517865
chr15,82519531,82521780
chr15,82522879,82523579
chr15,82530407,82531126
chr15,82532483,82533185
chr15,82533341,82534061
chr15,82544729,82545435
chr15,82551125,82551823
chr15,82553724,82554391
chr15,84749678,84750255
chr15,84752648,84753299
chr15,84758657,84759310
chr15,84770527,84771176
chr15,84771496,84771897
chr15,84773097,84773804
chr15,84780570,84781105
chr15,84781396,84782001
chr15,84782130,84782691
chr15,84784545,84785183
chr15,84789565,84790699
chr15,84794871,84795660
chr15,90627220,90629028
chr15,90629987,90631097
chr15,90631250,90632233
chr15,90633373,90634242
chr15,90634459,90635218
chr15,90645114,90645965
chr15,91307095,91307691
chr15,92829768,92829979
chr15,102173591,102174122
chr15,102182368,102183178
chr15,102185016,102185615
chr15,102186625,102187401
chr15,102189891,102190687
chr15,102191593,102192892
