chr,x0,x1
chr1,1032170,1032401
chr1,1981303,1981419
chr1,2089749,2090542
chr1,2091882,2092392
chr1,2093290,2094010
chr1,2094371,2095064
chr1,2095939,2096547
chr1,2097560,2099062
chr1,2100135,2100705
chr1,2103280,2103638
chr1,2104011,2104703
chr1,2105148,2105740
chr1,2105894,2107367
chr1,2108549,2109112
chr1,2110407,2111045
chr1,2111598,2113242
chr1,2114033,2114671
chr1,2115319,2115851
chr1,2120198,2120840
chr1,2121248,2123245
chr1,2123945,2124631
chr1,2125524,2126813
chr1,2127399,2127935
chr1,2128791,2129819
chr1,2130009,2130540
chr1,2131360,2132747
chr1,2132967,2135556
chr1,2135940,2137109
chr1,2137610,2138817
chr1,2213661,2214244
chr1,2215590,2216182
chr1,2217803,2218408
chr1,2220414,2222667
chr1,2222976,2224581
chr1,2224840,2226745
chr1,3406995,3407512
chr1,3632162,3633719
chr1,3634511,3635124
chr1,3638849,3641547
chr1,3642471,3643080
chr1,3644233,3644864
chr1,3645362,3646442
chr1,3647219,3648194
chr1,3650791,3651379
chr1,3651854,3652558
chr1,3656256,3656893
chr1,3658186,3659182
chr1,3777536,3780079
chr1,3781013,3782265
chr1,3785778,3787094
chr1,3788378,3788899
chr1,3789322,3790796
chr1,3794658,3795587
chr1,3799450,3799789
chr1,3801490,3802039
chr1,3807041,3808271
chr1,3808624,3809234
chr1,3817463,3818178
chr1,3818918,3819574
chr1,3820455,3821131
chr1,3823519,3824111
chr1,3824282,3824951
chr1,3827380,3829050
chr1,3830482,3831507
chr1,3832527,3833139
chr1,3841728,3842367
chr1,3843163,3843847
chr1,3860328,3860999
chr1,3900073,3901210
chr1,3929692,3930103
chr1,4632599,4633149
chr1,5415677,5416307
chr1,5605939,5606467
chr1,5972915,5973331
chr1,6387051,6387598
chr1,6868639,6869142
chr1,7535033,7535696
chr1,7907847,7908156
chr1,9250506,9250824
chr1,9336031,9336468
chr1,10125303,10125897
chr1,10294918,10295556
chr1,10352941,10353095
chr1,10923740,10923883
chr1,10970971,10989851
chr1,10992228,10996878
chr1,10997330,10998012
chr1,10998387,10998874
chr1,11000248,11002222
chr1,11002632,11003252
chr1,11003786,11004368
chr1,11009189,11009760
chr1,11009975,11010558
chr1,11012057,11012600
chr1,11015750,11016577
chr1,11016858,11017375
chr1,11348610,11349555
chr1,11353004,11353593
