chr,x0,x1
chr12,888015,888593
chr12,9848606,9849004
chr12,11802828,11803378
chr12,11905135,11905775
chr12,11991765,11992532
chr12,11993155,11993656
chr12,12006075,12006768
chr12,12022102,12023202
chr12,12037074,12037804
chr12,12038575,12039257
chr12,12043618,12044803
chr12,12308041,12308525
chr12,17141977,17143072
chr12,22811622,22812347
chr12,23769108,23769743
chr12,25362531,25363111
chr12,25368094,25368793
chr12,25378277,25379033
chr12,25379884,25380649
chr12,25387890,25388396
chr12,25397879,25398626
chr12,26171190,26171911
chr12,38599806,38601220
chr12,43954920,43955191
chr12,54685863,54687414
chr12,54688582,54689374
chr12,66430924,66431228
chr12,76358436,76359057
chr12,76509405,76510003
chr12,77054022,77054465
chr12,86175590,86175846
chr12,100972417,100974167
chr12,111758420,111758647
chr12,111760081,111760467
chr12,111855697,111856919
chr12,111872450,111873152
chr12,111882205,111883031
chr12,111884220,111886366
chr12,112856556,112857245
chr12,112883826,112884535
chr12,112887851,112888589
chr12,112890753,112891458
chr12,112892061,112892892
chr12,112893471,112894147
chr12,112910436,112911253
chr12,112915176,112916103
chr12,112919615,112920315
chr12,112923976,112924751
chr12,112925956,112927284
chr12,112939673,112940318
chr12,112942205,112942862
chr12,117193320,117193942
chr12,118034601,118035133
chr12,121867642,121868509
chr12,121877424,121878125
chr12,121878334,121879360
chr12,121879683,121882669
chr12,121882778,121883521
chr12,121890611,121891431
chr12,121932033,121932753
chr12,121947102,121948197
chr12,121950741,121951494
chr12,121954003,121954859
chr12,121958511,121959295
chr12,121962186,121962815
chr12,121970325,121971184
chr12,121972164,121972777
chr12,121986444,121987814
chr12,122012167,122012778
chr12,122013417,122014027
chr12,122016352,122018223
chr12,122018341,122019083
chr12,122849217,122849536
chr12,122957762,122959121
chr12,122962140,122963147
chr12,122964469,122965175
chr12,122965756,122968406
chr12,122973647,122974307
chr12,122974670,122975474
chr12,122977031,122977593
chr12,122983091,122983663
chr12,122984891,122985689
