chr,x0,x1
chr13,19254421,19256104
chr13,20901341,20902117
chr13,22202340,22203378
chr13,25929870,25930196
chr13,27827709,27828154
chr13,28270369,28270772
chr13,28592213,28593108
chr13,28600878,28601701
chr13,28601992,28602716
chr13,28607730,28608552
chr13,32890259,32890911
chr13,32892949,32893679
chr13,32898985,32899531
chr13,32899962,32901074
chr13,32903352,32903847
chr13,32904828,32905376
chr13,32906116,32907742
chr13,32910160,32915688
chr13,32918474,32919048
chr13,32920704,32921369
chr13,32928680,32929639
chr13,32930337,32931004
chr13,32931666,32932277
chr13,32936295,32937940
chr13,32944195,32945499
chr13,32950595,32951260
chr13,32953211,32954548
chr13,32968557,32969334
chr13,32970772,32971475
chr13,32971969,32973186
chr13,33222560,33223330
chr13,33225651,33226396
chr13,33232046,33233713
chr13,33241611,33242284
chr13,33247047,33247798
chr13,33249662,33250388
chr13,33252683,33253363
chr13,33257767,33258416
chr13,33260937,33261756
chr13,33262277,33263033
chr13,33268070,33268764
chr13,33270679,33271315
chr13,33273642,33274257
chr13,33275166,33275892
chr13,33280778,33281444
chr13,33283787,33284556
chr13,33305975,33306679
chr13,33308949,33309775
chr13,33314945,33315593
chr13,33316440,33317187
chr13,33319838,33320565
chr13,33327163,33327940
chr13,33329716,33330427
chr13,33332001,33333112
chr13,33333479,33334132
chr13,33334407,33335190
chr13,33338266,33338985
chr13,33343923,33345190
chr13,33347008,33347792
chr13,33348848,33349500
chr13,35252539,35253225
chr13,35547372,35547667
chr13,36348375,36349164
chr13,36362029,36362743
chr13,36367179,36367854
chr13,36379526,36380210
chr13,36382060,36382752
chr13,36382860,36383513
chr13,36384678,36385388
chr13,36396552,36397321
chr13,36401463,36402701
chr13,36409845,36410613
chr13,36412903,36413546
chr13,36424554,36425238
chr13,36428347,36429027
chr13,36429311,36430006
chr13,36445077,36445797
chr13,36521201,36521912
chr13,36685705,36686561
chr13,36699655,36700444
chr13,37678099,37679528
chr13,48670694,48671465
chr13,55936864,55937480
chr13,63745553,63746089
chr13,68405880,68406239
chr13,72278245,72278464
chr13,73277638,73278141
chr13,79335124,79335589
chr13,79887017,79887522
chr13,79893583,79893998
chr13,79948432,79948979
chr13,83719670,83720257
chr13,102259913,102260172
chr13,106938073,106938761
chr13,108331594,108332417
