chr,x0,x1
chr8,3732531,3732693
chr8,34731499,34731995
chr8,40554395,40555073
chr8,48649848,48650262
chr8,59336954,59339503
chr8,62115475,62116004
chr8,68098174,68098458
chr8,71012440,71013207
chr8,90947510,90948130
chr8,90949024,90949542
chr8,90955182,90955891
chr8,90958052,90958859
chr8,90959795,90960367
chr8,90965201,90966180
chr8,90967221,90968038
chr8,90970664,90971370
chr8,90976349,90977011
chr8,90982322,90983756
chr8,90990170,90990844
chr8,90992658,90994474
chr8,90994602,90995383
chr8,90996451,90997160
chr8,117859461,117860145
chr8,117860893,117861565
chr8,117862479,117863348
chr8,117863900,117865209
chr8,117866157,117866972
chr8,117868057,117870018
chr8,117870322,117870998
chr8,117873756,117874519
chr8,117875048,117875799
chr8,117878504,117879300
chr8,128747377,128749148
chr8,128750102,128751604
chr8,128752342,128753527
chr8,139398783,139399458
