chr,x0,x1
chr12,394341,395535
chr12,401658,402569
chr12,404476,405216
chr12,405943,406634
chr12,415837,417435
chr12,418634,419396
chr12,419753,420515
chr12,421917,422663
chr12,427017,427871
chr12,429879,430579
chr12,431313,433211
chr12,437671,438458
chr12,440679,441355
chr12,442406,443833
chr12,459509,460232
chr12,461138,461749
chr12,462961,463633
chr12,464023,464688
chr12,465346,465962
chr12,471863,472559
chr12,474804,475561
chr12,492940,493650
chr12,494733,495420
chr12,497079,498512
chr12,1022257,1023980
chr12,1025195,1026261
chr12,1034362,1034957
chr12,1035718,1036689
chr12,1038621,1039579
chr12,1040094,1040795
chr12,1041827,1042471
chr12,1656029,1656659
chr12,2559815,2560444
chr12,2894737,2894880
chr12,3658024,3658579
chr12,4033881,4034362
chr12,4383005,4383659
chr12,4384970,4385599
chr12,4387649,4388367
chr12,4397722,4398418
chr12,4406689,4407379
chr12,4408750,4409457
chr12,4787551,4788073
chr12,5141549,5141744
chr12,5402341,5402955
chr12,5713295,5713852
chr12,6105164,6105806
chr12,8679568,8679891
chr12,8831583,8831756
chr12,8946961,8947065
chr12,9847787,9848951
chr12,10142235,10142775
chr12,10547189,10547385
chr12,11802813,11803344
chr12,11905118,11905748
chr12,11991770,11992556
chr12,11993133,11993670
chr12,12006074,12027308
chr12,12027882,12037767
chr12,12038608,12039227
chr12,12043623,12044749
chr12,12308094,12308396
chr12,12870521,12872151
chr12,12873764,12874398
chr12,13133041,13133595
chr12,14340468,14340606
chr12,14680043,14680575
chr12,16295475,16295942
chr12,16753515,16753804
chr12,18487526,18488175
chr12,19683171,19683730
chr12,19842563,19842785
chr12,20090830,20091432
chr12,20220341,20220554
chr12,21600918,21601214
chr12,23200194,23200733
chr12,23617864,23617964
chr12,23769162,23769692
chr12,24197610,24198139
chr12,25362633,25363039
chr12,25368159,25368764
chr12,25378288,25378991
chr12,25379914,25380650
chr12,25388010,25388321
chr12,25397939,25398602
chr12,25673478,25674084
chr12,25956033,25957712
chr12,26159900,26160006
chr12,26171259,26171869
chr12,26409653,26410320
chr12,26441887,26442530
chr12,27237171,27237660
chr12,29425852,29426099
chr12,29579375,29579937
chr12,30299067,30299642
chr12,31464580,31464996
chr12,31778394,31778970
chr12,31944446,31945307
chr12,32411745,32411894
chr12,32420934,32421493
chr12,32897899,32898282
chr12,33482294,33482922
chr12,33599873,33600068
chr12,33884818,33885079
chr12,34351923,34352092
chr12,34846380,34846498
chr12,38008562,38008703
chr12,38599855,38601175
chr12,38640124,38640699
chr12,40235474,40235898
chr12,41212830,41212931
chr12,41293104,41293692
chr12,42274561,42275068
chr12,42781514,42781787
chr12,43130325,43130940
chr12,43954952,43955130
chr12,45108563,45109098
chr12,46100768,46101430
chr12,46123402,46124182
chr12,46124717,46125393
chr12,46169624,46170145
chr12,46204941,46205617
chr12,46211202,46211916
chr12,46214979,46215501
chr12,46230152,46231747
chr12,46232885,46233567
chr12,46240354,46241003
chr12,46242379,46246886
chr12,46254274,46254996
chr12,46285266,46286093
chr12,46286994,46287761
chr12,46297938,46299115
chr12,46954978,46955381
chr12,47760924,47761508
chr12,47928359,47928931
chr12,48924410,48924948
chr12,49415312,49416903
chr12,49417592,49418983
chr12,49419725,49423506
chr12,49423806,49429016
chr12,49430643,49439001
chr12,49439403,49440799
chr12,49441471,49449390
chr12,49509890,49510083
chr12,51595256,51595756
chr12,52928145,52928863
chr12,53607186,53607602
chr12,53608960,53609352
chr12,54198530,54199226
chr12,56473883,56474379
chr12,56477219,56477966
chr12,56478541,56479381
chr12,56480011,56480706
chr12,56481053,56482950
chr12,56486222,56489861
chr12,56490013,56492878
chr12,56493190,56494315
chr12,56494667,56496078
chr12,57216345,57216493
chr12,57225184,57225486
chr12,57294238,57294386
chr12,57299431,57299680
chr12,57485546,57489402
chr12,57490071,57491134
chr12,57491970,57494954
chr12,57495815,57496971
chr12,57497993,57502350
chr12,57857159,57860446
chr12,57860807,57862235
chr12,57862986,57866108
chr12,57982912,57983210
chr12,58018626,58019333
chr12,58141953,58143593
chr12,58143928,58145752
chr12,58177934,58178185
chr12,58786752,58787470
chr12,59784414,59784680
chr12,59902103,59902228
chr12,59982969,59983191
chr12,60432669,60433240
chr12,61531443,61532151
chr12,61624807,61626861
chr12,62455851,62456432
chr12,63725046,63725228
chr12,64339709,64340194
chr12,64744999,64745687
chr12,65349124,65349707
chr12,66430905,66431248
chr12,66451323,66451513
chr12,66610800,66611271
chr12,66673141,66673714
chr12,67044837,67045627
chr12,67487038,67487225
chr12,67815148,67815440
chr12,67923459,67923562
chr12,67949123,67949792
chr12,68029270,68029423
chr12,68135731,68135939
chr12,68263501,68263698
chr12,68313636,68314434
chr12,68437659,68437863
chr12,68439239,68439432
chr12,68745661,68745953
chr12,69016686,69016839
chr12,69126551,69126727
chr12,69183346,69183623
chr12,69201928,69203477
chr12,69206996,69207781
chr12,69207980,69208850
chr12,69209153,69209866
chr12,69210277,69211327
chr12,69213739,69214523
chr12,69217781,69218840
chr12,69222177,69223121
chr12,69229237,69230855
chr12,69232679,69233961
chr12,69322581,69322781
chr12,69350970,69351793
chr12,69379666,69380045
chr12,69491015,69491211
chr12,69527738,69527846
chr12,69545783,69545907
chr12,69762650,69762893
chr12,69880467,69880713
chr12,70536746,70537003
chr12,70851221,70851421
chr12,70994553,70994667
chr12,71087167,71087269
chr12,71338471,71338801
chr12,71342516,71343362
chr12,71763842,71764016
chr12,72117470,72117705
chr12,72228309,72228541
chr12,72312728,72312855
chr12,72825557,72825849
chr12,73053807,73054186
chr12,74703526,74704093
chr12,75838688,75838913
chr12,76133190,76133802
chr12,76712239,76712852
chr12,77054122,77054341
chr12,78638629,78639201
chr12,79271896,79272537
chr12,82162621,82163245
chr12,82763846,82764006
chr12,84216035,84216546
chr12,84784314,84784523
chr12,86408002,86408640
chr12,87756683,87756991
chr12,90725179,90725674
chr12,90837602,90837818
chr12,92445485,92446225
chr12,92982513,92983016
chr12,94095874,94096476
chr12,94470717,94471377
chr12,95146839,95147384
chr12,96918114,96918603
chr12,98152395,98152981
chr12,99894970,99895625
chr12,100884795,100885404
chr12,101774075,101774432
chr12,102263764,102263935
chr12,102288111,102288676
chr12,103298291,103298822
chr12,103606390,103606888
chr12,104359632,104359919
chr12,104366573,104366965
chr12,104370470,104371102
chr12,104373522,104374049
chr12,104374408,104374988
chr12,104376359,104377389
chr12,104378263,104379775
chr12,104380464,104381165
chr12,105114372,105114953
chr12,105673262,105673930
chr12,106206717,106207290
chr12,107610886,107611032
chr12,108192191,108192741
chr12,108391221,108391402
chr12,108805071,108805628
chr12,111394095,111394606
chr12,111758388,111758611
chr12,111760162,111760359
chr12,111855845,111856690
chr12,111872481,111873127
chr12,111882262,111882923
chr12,111884263,111886317
chr12,112883838,112884440
chr12,112887831,112888568
chr12,112890776,112891485
chr12,112892129,112892694
chr12,112893501,112894051
chr12,112910490,112911260
chr12,112915155,112916029
chr12,112919659,112920285
chr12,112924010,112924706
chr12,112925918,112927276
chr12,112939713,112940305
chr12,112942289,112942770
chr12,114040565,114041109
