chr,x0,x1
chr15,34637913,34638103
chr15,34640029,34640204
chr15,34640638,34640807
chr15,39313252,39313495
chr15,57355973,57356180
chr15,57364841,57364901
chr15,57383977,57384322
chr15,57458589,57458876
chr15,57484346,57484501
chr15,57489960,57490036
chr15,57523340,57523465
chr15,57524477,57524638
chr15,57524899,57524980
chr15,88472412,88472474
chr15,88472553,88472678
chr15,88476232,88476576
chr15,88483698,88484151
chr15,88513656,88513782
chr15,88522566,88522705
chr15,88524445,88524712
chr15,88575136,88575320
chr15,88575766,88576422
chr15,88584964,88585057
chr15,88669332,88669734
chr15,88670381,88670620
chr15,88671932,88671982
chr15,88678318,88678638
chr15,88679120,88679213
