chr,x0,x1
chr16,14334095,14334352
chr16,14339199,14339529
chr16,14340209,14340379
chr16,14341096,14341374
chr16,14342643,14342832
chr16,23869405,23869446
chr16,24104194,24104278
chr16,24105474,24105630
chr16,24124080,24124346
chr16,31193942,31194205
chr16,31195169,31195875
chr16,31196248,31196833
chr16,31196866,31196989
chr16,31198112,31198578
chr16,31199635,31199939
chr16,31200430,31200718
chr16,31200973,31201302
chr16,31201350,31201806
chr16,31202053,31202923
chr16,33963061,33963487
chr16,33963524,33963710
chr16,33963845,33964179
chr16,47538725,47538781
chr16,50337995,50338120
chr16,65032620,65032771
chr16,65038535,65038956
chr16,65052386,65052502
chr16,65087295,65087844
chr16,65128663,65128811
chr16,65153034,65153065
chr16,65155544,65155817
chr16,78016917,78017147
chr16,89256706,89256786
