chr,x0,x1
chr19,1207619,1207746
chr19,2525583,2525781
chr19,3567894,3568451
chr19,3779048,3779244
chr19,4175658,4175781
chr19,5206605,5207044
chr19,5208066,5208563
chr19,5210223,5210991
chr19,5211390,5212656
chr19,5214453,5214834
chr19,5215091,5215671
chr19,5257919,5258272
chr19,5264901,5265306
chr19,7805030,7807274
chr19,7815347,7815948
chr19,8159291,8159458
chr19,8838982,8839759
chr19,11094532,11095322
chr19,11095612,11096427
chr19,11096566,11097978
chr19,11098112,11098723
chr19,11099654,11100424
chr19,11101558,11102294
chr19,11105207,11105992
chr19,11106510,11107524
chr19,11113415,11114399
chr19,11118337,11118970
chr19,11120717,11121528
chr19,11123294,11124133
chr19,11129264,11130710
chr19,11132111,11132881
chr19,11133880,11135424
chr19,11135797,11136535
chr19,11136664,11137332
chr19,11138128,11138988
chr19,11141126,11141875
chr19,11143695,11145186
chr19,11145378,11146056
chr19,11149858,11150475
chr19,11151704,11152526
chr19,11168719,11169829
chr19,11170297,11171105
chr19,11172163,11172809
chr19,11175508,11176219
chr19,13054172,13055020
chr19,15272240,15272694
chr19,15276089,15277032
chr19,15285015,15285313
chr19,15449714,15449986
chr19,15722176,15723043
chr19,17700566,17701105
chr19,17937221,17938053
chr19,17940585,17941684
chr19,17941857,17944027
chr19,17945078,17947162
chr19,17947877,17949500
chr19,18455677,18455886
chr19,21668591,21669117
chr19,22214998,22215855
chr19,22222683,22222922
chr19,22228311,22228857
chr19,22359191,22359785
chr19,22426011,22426631
chr19,22441421,22441522
chr19,23204199,23204901
chr19,23227968,23228453
chr19,23251858,23252090
chr19,24232310,24232736
chr19,27731773,27732858
chr19,27733125,27733405
chr19,27733785,27733987
chr19,27734119,27734611
chr19,27736171,27736844
chr19,27738360,27738673
chr19,29566632,29567619
chr19,29850618,29851502
chr19,30039226,30039451
chr19,30199696,30199844
chr19,31364740,31364898
chr19,33098503,33098734
chr19,33791813,33793674
chr19,34080210,34080843
chr19,36726966,36727727
chr19,40423024,40423251
chr19,46379949,46380172
chr19,48297823,48298265
chr19,49517983,49518939
chr19,50713810,50714189
chr19,50726328,50726700
chr19,50728618,50729138
chr19,50752099,50752526
chr19,50752746,50753279
chr19,50753563,50754048
chr19,50760671,50760778
chr19,50762294,50762718
chr19,50764720,50764917
chr19,50774526,50774889
chr19,50812156,50812542
chr19,51293717,51293846
chr19,51825346,51825525
chr19,56166299,56166677
chr19,56170261,56170967
chr19,56171231,56172838
chr19,56173715,56174325
chr19,56174649,56175435
chr19,56179565,56181300
chr19,56184973,56185594
chr19,56701203,56701368
chr19,57133367,57133666
chr19,59109986,59110969
