chr,x0,x1
chr13,19411812,19412315
chr13,19550825,19551435
chr13,20814975,20815597
chr13,20901447,20902023
chr13,21434521,21435031
chr13,21819013,21819289
chr13,22230175,22230536
chr13,22561268,22561808
chr13,23951332,23951941
chr13,24105330,24105524
chr13,24623095,24623648
chr13,24755227,24755354
chr13,25437616,25438170
chr13,26034645,26035277
chr13,26787800,26789740
chr13,26793574,26793893
chr13,26828561,26829143
chr13,26911463,26912043
chr13,26922946,26923604
chr13,26927654,26928269
chr13,26956718,26957264
chr13,26959069,26959745
chr13,26967282,26967923
chr13,26970294,26970634
chr13,26971092,26971564
chr13,26974296,26974961
chr13,26975177,26976049
chr13,26977820,26978482
chr13,27282426,27282948
chr13,27827777,27828116
chr13,27977227,27977806
chr13,28270484,28270584
chr13,28270762,28271484
chr13,28294966,28295455
chr13,28577907,28578550
chr13,28588351,28588938
chr13,28589113,28590124
chr13,28592347,28592987
chr13,28597273,28597872
chr13,28598737,28599618
chr13,28600931,28601586
chr13,28602032,28602674
chr13,28607731,28608790
chr13,28609327,28610430
chr13,28611113,28611681
chr13,28622159,28622785
chr13,28623244,28624648
chr13,28626409,28627055
chr13,28631246,28631818
chr13,28635824,28636433
chr13,28644399,28644936
chr13,28877110,28877666
chr13,28880577,28881146
chr13,28882707,28883260
chr13,28885521,28886480
chr13,28891337,28891986
chr13,28893306,28893902
chr13,28895364,28895980
chr13,28896164,28897379
chr13,28901404,28901936
chr13,28903484,28904111
chr13,28907877,28908542
chr13,28913063,28913647
chr13,28919365,28919901
chr13,28931383,28932068
chr13,28942500,28942973
chr13,28958768,28959449
chr13,28963607,28964473
chr13,28970829,28971443
chr13,28972943,28973491
chr13,28979670,28980281
chr13,29001022,29002326
chr13,29003915,29004535
chr13,29004976,29005699
chr13,29007682,29008653
chr13,29012088,29012711
chr13,29040824,29041994
chr13,29068743,29069242
chr13,29544243,29544897
chr13,30445751,30445955
chr13,31323036,31323590
chr13,32101122,32101562
chr13,32890352,32890873
chr13,32893038,32893661
chr13,32899016,32899526
chr13,32900048,32901040
chr13,32903443,32903789
chr13,32904891,32905337
chr13,32906221,32907736
chr13,32910234,32915584
chr13,32918584,32918924
chr13,32920776,32921260
chr13,32928788,32929573
chr13,32930345,32931012
chr13,32931670,32932300
chr13,32936391,32937918
chr13,32944249,32945444
chr13,32949242,32949764
chr13,32950610,32951182
chr13,32953259,32954528
chr13,32961658,32961887
chr13,32968600,32969292
chr13,32970801,32971453
