chr,x0,x1
chr21,15372996,15374407
chr21,15377271,15377830
chr21,16685284,16685876
chr21,28607780,28608517
chr21,29679324,29679990
chr21,36164277,36165211
chr21,36171322,36172065
chr21,36193723,36194259
chr21,36206431,36207118
chr21,36228381,36229042
chr21,36231433,36232164
chr21,36252527,36253383
chr21,36258800,36259576
chr21,36261650,36262336
chr21,36264962,36265502
chr21,36420883,36421448
chr21,36971884,36972400
chr21,42415606,42416259
chr21,44512903,44513657
chr21,44514304,44516165
chr21,44520274,44520898
chr21,44521165,44521873
chr21,44524145,44524789
chr21,44527153,44527959
chr21,47545885,47546569
