chr,x0,x1
chr22,24143118,24143278
chr22,24145471,24145768
chr22,24158810,24159338
chr22,24167285,24167612
chr22,24175747,24175886
chr22,24402618,24402815
chr22,29669757,29670030
chr22,29670243,29670373
chr22,29674007,29674349
chr22,29678367,29678717
chr22,29682899,29683309
chr22,29684585,29685003
chr22,29687540,29687850
chr22,29688115,29688287
chr22,29688465,29688769
chr22,29692217,29692496
chr22,29693806,29694064
chr22,29694711,29695018
chr22,29695175,29695338
chr22,29695578,29695851
chr22,33559402,33559600
chr22,39629483,39629653
chr22,39631773,39632010
chr22,39639895,39640051
chr22,49254055,49254085
chr22,50618777,50618829
