chr,x0,x1
chr1,7700484,7700623
chr1,7721656,7721937
chr1,7723246,7723729
chr1,7723819,7723990
chr1,7724039,7724422
chr1,7724456,7724625
chr1,7724833,7725028
chr1,7730864,7731030
chr1,37959381,37959547
chr1,37959579,37959718
chr1,37961475,37961531
chr1,37962137,37962217
chr1,37962295,37962350
chr1,37967219,37967607
chr1,37974697,37974916
chr1,91852944,91853158
chr1,145277319,145277499
chr1,156843290,156843460
chr1,156843587,156843761
chr1,156844228,156844430
chr1,156844600,156844811
chr1,156845193,156845471
chr1,156845734,156845904
chr1,160786590,160786827
chr1,166245061,166245363
chr1,166245564,166246087
chr1,166246121,166246659
chr1,166246742,166246776
chr1,203562903,203562979
