chr,x0,x1
chr10,780911,781283
chr10,1341041,1341574
chr10,1784376,1784936
chr10,2321689,2322216
chr10,2820041,2820517
chr10,3310081,3310681
chr10,4799829,4800414
chr10,5095894,5096090
chr10,6033020,6033578
chr10,7297459,7298036
chr10,8025138,8025639
chr10,8097426,8098061
chr10,8100091,8101025
chr10,8105711,8106321
chr10,8111205,8111786
chr10,8115548,8116174
chr10,8436182,8436658
chr10,9322253,9322803
chr10,10216160,10216331
chr10,10405533,10406061
chr10,10930597,10931160
chr10,12926213,12926616
chr10,13839440,13839967
chr10,13977968,13978508
chr10,14339557,14340143
chr10,14940907,14941539
chr10,14950225,14951570
chr10,14961455,14962100
chr10,14964745,14965273
chr10,14968610,14969081
chr10,14969788,14970365
chr10,14974586,14975176
chr10,14976239,14976963
chr10,14977270,14977830
chr10,14978385,14978745
chr10,14981640,14982128
chr10,14986951,14987410
chr10,14990830,14991302
chr10,14995666,14996253
chr10,15057186,15057617
chr10,15058781,15059405
chr10,15059921,15060342
chr10,15063719,15064052
chr10,15239279,15239724
chr10,16052490,16053030
chr10,17254549,17254976
chr10,18901531,18902074
chr10,20004698,20005249
chr10,20949216,20949691
chr10,21399507,21399875
chr10,21401628,21402025
chr10,24599849,24600252
chr10,26948660,26949135
chr10,26994100,26994426
chr10,27009030,27009328
chr10,27024050,27024583
chr10,27035113,27035628
chr10,28646902,28647401
chr10,29188211,29188485
chr10,29496192,29496722
chr10,30118862,30119443
chr10,30692093,30692353
chr10,31902507,31903110
chr10,32241588,32241892
chr10,33657132,33657638
chr10,36221733,36222314
chr10,37310039,37310493
chr10,37802312,37802804
chr10,37913434,37913621
chr10,38539218,38539656
chr10,38743479,38743701
chr10,38743967,38744329
chr10,39006127,39006630
chr10,39010884,39011490
chr10,39012134,39012530
chr10,39079397,39079561
chr10,39107238,39107425
chr10,39125456,39125722
chr10,39128769,39128977
chr10,39138088,39138268
chr10,42356105,42357128
chr10,42359098,42359275
chr10,42360643,42360978
chr10,42363360,42363489
chr10,42364685,42364876
chr10,42366342,42366494
chr10,42378506,42378676
chr10,42380180,42380365
chr10,42383487,42383624
chr10,42384368,42386136
chr10,42386901,42388039
chr10,42388218,42388593
chr10,42389171,42389641
chr10,42390259,42390469
chr10,42390632,42390822
chr10,42391366,42391947
chr10,42392179,42392836
chr10,42393015,42393198
chr10,42393670,42393949
chr10,42394150,42394345
chr10,42395830,42397026
chr10,42398463,42398948
chr10,42399191,42399788
chr10,42400066,42400804
chr10,42401849,42402154
