chr,x0,x1
chr8,163151,164004
chr8,1375195,1376003
chr8,4293175,4293292
chr8,4323690,4323946
chr8,6445652,6445754
chr8,6756603,6757138
chr8,6802039,6802341
chr8,11606378,11606652
chr8,11607522,11607890
chr8,14302921,14303171
chr8,16081028,16081468
chr8,20586832,20587081
chr8,20679152,20679372
chr8,21769994,21770245
chr8,22020599,22020869
chr8,22861329,22861531
chr8,23064298,23064788
chr8,23626494,23626769
chr8,27348422,27348586
chr8,29223798,29224033
chr8,30669582,30670038
chr8,34731396,34732145
chr8,38145909,38146382
chr8,40007417,40007765
chr8,40554254,40555113
chr8,42403136,42403349
chr8,42497924,42498158
chr8,43793809,43793986
chr8,43822376,43822578
chr8,43826956,43827189
chr8,43827915,43828177
chr8,43831064,43831224
chr8,43831541,43831650
chr8,43837190,43837361
chr8,43838596,43838729
chr8,46841567,46841862
chr8,46842170,46842524
chr8,46844110,46844504
chr8,46844772,46844990
chr8,46848399,46848592
chr8,46849039,46849947
chr8,46854194,46854388
chr8,46855347,46855494
chr8,47795679,47795834
chr8,48649715,48650606
chr8,54445265,54446064
chr8,55755244,55755460
chr8,56159444,56159736
chr8,57316797,57317156
chr8,58065401,58066163
chr8,59336806,59339621
chr8,62115331,62116122
chr8,66324079,66324312
chr8,68098015,68098590
chr8,69066152,69066529
chr8,70964311,70964628
chr8,71012363,71013287
chr8,73777086,73777439
chr8,73920647,73921788
chr8,73925777,73926513
chr8,73932582,73933339
chr8,73934098,73934895
chr8,73936709,73937617
chr8,73938794,73939569
chr8,73942192,73942927
chr8,73943894,73944778
chr8,73951064,73951705
chr8,73957802,73958778
chr8,74207797,74207982
chr8,74502029,74502228
chr8,77616768,77617400
chr8,77618090,77618951
chr8,77619802,77620403
chr8,77767029,77767244
chr8,77776195,77776871
chr8,89811900,89812168
chr8,92639194,92639727
chr8,93450296,93450482
chr8,94508434,94508671
chr8,95302259,95302484
chr8,96333561,96333746
chr8,103645196,103645598
chr8,104029671,104029963
chr8,115987932,115988296
chr8,117859381,117860276
chr8,117860753,117861674
chr8,117862366,117863383
chr8,117863780,117865247
chr8,117866072,117867045
chr8,117867929,117870050
chr8,117870215,117871023
chr8,117873696,117874610
chr8,117874959,117875906
chr8,117878405,117879468
chr8,124453320,124454021
chr8,124460697,124461431
chr8,126363124,126363238
chr8,126698348,126698543
chr8,128748298,128749236
chr8,128749995,128751630
chr8,128752228,128753551
chr8,131723030,131723251
chr8,134015120,134015454
chr8,134578235,134578432
chr8,134884234,134884440
chr8,136601020,136601129
chr8,137818003,137818764
chr8,139079110,139079345
chr8,139398693,139399548
chr8,139768526,139768688
chr8,141791911,141792197
chr8,142259573,142259714
chr8,142360538,142360937
chr8,142440136,142440349
chr8,143188761,143188889
chr8,144290301,144290468
chr8,145574262,145574484
chr8,145756760,145757446
chr8,145870019,145870606
