chr,x0,x1
chr3,168524,168961
chr3,961518,962026
chr3,1542026,1542545
chr3,2040199,2040334
chr3,2070556,2071028
chr3,3093084,3093621
chr3,3418873,3419377
chr3,4601245,4601833
chr3,5113012,5113636
chr3,5516950,5517155
chr3,6224645,6225130
chr3,6913849,6914347
chr3,7720752,7721292
chr3,8139496,8140069
chr3,8568723,8569267
chr3,9625463,9625610
chr3,9626837,9627307
chr3,9791746,9793879
chr3,9796135,9796830
chr3,9797895,9799211
chr3,9800623,9801209
chr3,9807270,9808014
chr3,9822944,9823562
chr3,9829150,9829670
chr3,10029395,10030654
chr3,10034386,10034928
chr3,10035591,10036190
chr3,10037192,10037394
chr3,10070134,10070619
chr3,10073781,10074192
chr3,10074351,10074824
chr3,10075932,10077170
chr3,10077750,10078270
chr3,10080719,10081801
chr3,10081959,10082558
chr3,10083055,10083632
chr3,10084006,10085766
chr3,10088040,10088652
chr3,10089312,10090017
chr3,10090745,10091441
chr3,10093790,10094387
chr3,10101735,10102362
chr3,10103648,10104092
chr3,10105203,10107894
chr3,10108664,10109248
chr3,10114257,10115280
chr3,10115975,10116612
chr3,10119520,10120120
chr3,10122528,10123399
chr3,10127262,10127832
chr3,10128535,10129151
chr3,10129875,10130872
chr3,10131731,10132230
chr3,10133613,10134146
chr3,10134715,10135276
chr3,10135735,10136270
chr3,10136654,10137212
chr3,10137771,10138391
chr3,10140209,10140861
chr3,10142680,10143147
chr3,10183414,10184087
chr3,10187963,10188595
chr3,10191189,10191900
chr3,10674050,10674588
chr3,11129853,11130454
chr3,11901107,11901298
chr3,11901457,11902157
chr3,11911797,11911904
chr3,11912524,11913143
chr3,11914949,11915391
chr3,11922146,11922686
chr3,11924219,11925789
chr3,11926195,11927207
chr3,11928093,11928500
chr3,11932335,11933226
chr3,12392822,12403702
chr3,12403949,12409532
chr3,12409839,12421648
chr3,12422587,12423183
chr3,12433874,12434508
chr3,12440694,12441068
chr3,12447137,12447811
chr3,12457992,12458863
chr3,12475198,12475848
chr3,12625775,12627518
chr3,12628898,12629335
chr3,12632002,12649208
chr3,12649401,12651054
chr3,12653177,12653840
chr3,12659800,12660439
chr3,12756808,12757236
chr3,13431689,13432137
chr3,14187233,14187835
chr3,14188534,14190670
chr3,14193559,14194182
chr3,14197592,14198264
chr3,14199272,14200587
chr3,14200983,14201529
chr3,14206067,14207363
chr3,14208390,14208988
chr3,14209500,14210091
chr3,14211715,14212305
chr3,14214106,14214798
chr3,14219726,14220374
chr3,14451587,14452135
chr3,15193930,15194302
chr3,16010092,16010734
chr3,17070338,17070826
chr3,17077014,17077594
chr3,18366257,18366687
chr3,20112809,20113351
chr3,21059541,21060091
chr3,21623422,21623895
chr3,22147432,22147953
chr3,23768601,23769147
chr3,25042577,25043153
chr3,25223537,25224114
chr3,25482639,25482874
chr3,26531598,26532052
chr3,28011369,28011898
chr3,29258441,29259025
chr3,30570450,30571019
chr3,32394811,32395232
chr3,33750725,33751291
chr3,34560921,34561135
chr3,34879745,34880274
