chr,x0,x1
chr11,123461,124583
chr11,125682,125915
chr11,325154,325420
chr11,354462,354800
chr11,389327,389559
chr11,532413,532991
chr11,533152,534585
chr11,574013,574410
chr11,2016278,2019156
chr11,2022208,2022923
chr11,2154123,2155170
chr11,2156369,2156990
chr11,2161101,2161760
chr11,2466352,2467003
chr11,2482848,2483417
chr11,2542533,2543064
chr11,2548883,2549541
chr11,2591663,2592877
chr11,2593032,2593530
chr11,2593839,2594435
chr11,2604417,2605034
chr11,2606215,2606781
chr11,2608570,2609138
chr11,2609726,2610352
chr11,2682936,2683588
chr11,2789822,2790388
chr11,2796937,2797502
chr11,2797961,2798534
chr11,2798986,2799519
chr11,2868823,2869388
chr11,2905082,2905446
chr11,2905911,2906017
chr11,2906220,2906838
chr11,3259209,3259844
chr11,4482465,4482702
chr11,4569290,4569883
chr11,5496581,5497002
chr11,5954503,5955074
chr11,6553719,6554396
chr11,7903661,7904268
chr11,8242743,8243286
chr11,8245892,8246527
chr11,8248271,8248909
chr11,8251633,8252269
chr11,8284823,8285009
chr11,8289851,8290127
chr11,8462523,8462911
chr11,9681876,9682203
chr11,10411425,10411963
chr11,10753116,10753270
chr11,11014676,11015254
chr11,11095912,11096545
chr11,11644298,11644894
chr11,12373637,12374095
chr11,13162075,13162581
chr11,13345366,13345883
chr11,14086164,14086719
chr11,15333139,15333690
chr11,15939624,15940177
chr11,17457002,17457859
chr11,17563223,17563781
chr11,18783835,18784480
chr11,19422191,19422759
chr11,20213722,20214259
chr11,21135522,21136104
chr11,21491954,21492587
chr11,22478712,22478881
chr11,22646002,22647510
chr11,22980213,22980764
chr11,23590588,23590949
chr11,24882023,24882194
chr11,24998823,24999251
chr11,26786685,26787243
chr11,27309651,27310268
chr11,29707322,29707749
chr11,30774247,30774821
chr11,32410322,32410978
chr11,32413302,32414557
chr11,32417522,32418218
chr11,32421217,32421863
chr11,32437828,32438321
chr11,32438881,32439430
chr11,32449354,32450374
chr11,32451963,32452280
chr11,32456103,32456941
chr11,33068011,33068495
chr11,33880697,33881353
chr11,33885919,33886683
chr11,33890788,33891269
chr11,34363881,34364423
chr11,35367870,35368438
chr11,36459808,36460406
chr11,37672289,37672798
chr11,40049228,40049786
chr11,41681260,41681938
chr11,42112932,42113522
chr11,42746002,42746518
chr11,42912437,42912693
chr11,43727338,43727861
chr11,44117685,44118002
chr11,44129017,44130002
chr11,44130483,44131110
chr11,44135453,44136116
chr11,44146093,44146810
chr11,44148079,44148775
chr11,44151334,44151956
chr11,44165584,44166115
chr11,44192891,44193581
chr11,44219116,44219808
chr11,44228100,44228787
chr11,44253633,44254298
chr11,44255363,44256053
chr11,44257581,44258178
chr11,44265438,44266100
chr11,44824812,44825311
chr11,45540295,45540885
chr11,47212696,47212946
chr11,47236450,47237072
chr11,47237648,47238838
chr11,47254119,47254776
chr11,47255870,47257189
chr11,47259114,47259990
chr11,47260144,47260641
chr11,48509115,48509578
chr11,49943668,49944048
chr11,51460356,51460872
chr11,56386509,56386723
chr11,56486165,56486332
chr11,56503733,56504042
chr11,58407610,58408204
chr11,58903761,58904063
chr11,60232026,60232602
chr11,61067372,61068682
chr11,61069432,61070868
chr11,61071104,61071747
chr11,61076194,61076781
chr11,61077008,61078140
chr11,61078989,61079793
chr11,61080756,61082208
chr11,61083474,61084265
chr11,61088805,61090870
chr11,61091170,61091860
chr11,61092873,61093451
chr11,61093974,61094644
chr11,61096590,61097811
chr11,61098755,61099406
chr11,61100188,61100712
chr11,61197418,61197872
chr11,61203951,61204672
chr11,61204889,61205834
chr11,61213168,61213809
chr11,61467476,61467747
chr11,61983481,61983583
chr11,62098259,62099293
chr11,63010765,63011598
