chr,x0,x1
chr17,1561396,1562298
chr17,1562488,1565673
chr17,4172648,4173151
chr17,4175740,4176005
chr17,5909396,5909931
chr17,5928200,5928550
chr17,5955501,5956021
chr17,6062685,6063239
chr17,6347796,6348376
chr17,6368741,6369302
chr17,7021291,7021593
chr17,7282827,7283427
chr17,7283767,7284319
chr17,7569476,7570293
chr17,7571222,7571777
chr17,7572756,7573238
chr17,7573568,7574197
chr17,7576461,7577727
chr17,7577998,7578740
chr17,7579109,7580004
chr17,7930637,7931097
chr17,7931854,7932387
chr17,7932989,7933153
chr17,7938886,7939325
chr17,8042126,8042555
chr17,11728170,11728382
chr17,19861137,19861818
chr17,22253098,22253307
chr17,29422158,29422548
chr17,29482880,29483358
chr17,29485922,29486248
chr17,29489966,29490605
chr17,29496831,29497077
chr17,29508381,29508869
chr17,29509244,29509961
chr17,29527241,29528690
chr17,29532995,29533681
chr17,29541370,29541769
chr17,29545845,29546319
chr17,29548620,29549130
chr17,29550408,29550645
chr17,29551926,29552546
chr17,29553310,29554683
chr17,29555971,29558015
chr17,29559032,29560532
chr17,29562427,29563233
chr17,29575735,29576320
chr17,29579832,29580117
chr17,29585211,29585738
chr17,29585892,29586220
chr17,29587322,29587766
chr17,29588549,29589060
chr17,29592180,29592436
chr17,29652706,29653488
chr17,29654417,29655051
chr17,29657052,29657721
chr17,29661642,29662239
chr17,29663223,29665263
chr17,29665660,29666064
chr17,29667196,29667878
chr17,29669796,29670357
chr17,29676016,29676489
chr17,29677040,29677519
chr17,29679070,29679627
chr17,29683306,29684576
chr17,29685272,29686365
chr17,29687302,29688016
chr17,29700788,29701457
chr17,40353497,40354957
chr17,40359446,40359953
chr17,40362003,40362725
chr17,40363789,40364273
chr17,40458169,40458654
chr17,40460973,40461581
chr17,40467504,40468072
chr17,40468583,40469576
chr17,40474098,40475768
chr17,40476651,40477451
chr17,40478006,40478349
chr17,40481135,40482079
chr17,40483353,40483643
chr17,40485491,40486259
chr17,40489185,40490031
chr17,40490558,40490919
chr17,40491156,40491632
chr17,40497477,40497893
chr17,40498291,40498941
chr17,40500127,40500794
chr17,58740125,58741130
chr17,61908406,61908778
chr17,62006250,62007079
chr17,74732797,74733114
chr17,77789866,77790387
chr17,79574027,79574348
chr17,79589008,79589528
