chr,x0,x1
chr17,1561345,1565704
chr17,4172594,4173179
chr17,4175699,4176051
chr17,5909360,5909946
chr17,5928166,5928557
chr17,5955458,5956048
chr17,6046890,6047091
chr17,6062638,6063299
chr17,6347751,6348412
chr17,6368675,6369322
chr17,7021235,7021636
chr17,7282814,7283481
chr17,7283693,7284349
chr17,7341465,7341659
chr17,7569458,7570293
chr17,7571176,7571801
chr17,7572690,7573277
chr17,7573522,7574218
chr17,7576437,7577796
chr17,7577949,7578754
chr17,7579059,7580004
chr17,7930571,7931140
chr17,7931803,7932449
chr17,7932989,7933164
chr17,7938885,7939327
chr17,8042110,8042612
chr17,11728170,11728414
chr17,19861097,19861865
chr17,22253090,22253335
chr17,22261101,22261352
chr17,29422148,29422569
chr17,29482835,29483404
chr17,29485886,29486278
chr17,29489887,29490678
chr17,29496819,29497096
chr17,29508323,29508945
chr17,29509197,29510024
chr17,29527171,29528741
chr17,29532964,29533792
chr17,29541351,29541812
chr17,29545813,29546352
chr17,29548582,29549170
chr17,29550408,29550653
chr17,29551898,29552581
chr17,29553302,29554723
chr17,29555961,29558015
chr17,29559031,29560581
chr17,29562397,29563313
chr17,29575710,29576383
chr17,29579783,29580117
chr17,29585168,29586220
chr17,29587322,29587859
chr17,29588501,29589070
chr17,29592180,29592494
chr17,29652641,29653505
chr17,29654363,29655102
chr17,29657020,29657846
chr17,29661607,29662304
chr17,29663149,29665311
chr17,29665645,29666100
chr17,29667150,29667913
chr17,29669776,29670387
chr17,29675960,29676552
chr17,29676959,29677561
chr17,29679019,29679677
chr17,29683238,29684627
chr17,29685191,29686397
chr17,29687270,29688062
chr17,29700737,29701503
chr17,38375586,38375738
chr17,40353427,40354965
chr17,40359376,40359994
chr17,40361928,40362826
chr17,40363754,40364347
chr17,40458117,40458697
chr17,40460934,40461643
chr17,40467472,40468117
chr17,40468546,40469625
chr17,40474051,40475837
chr17,40476649,40477469
chr17,40477958,40478376
chr17,40481100,40482110
chr17,40483259,40483696
chr17,40485427,40486305
chr17,40489151,40490055
chr17,40490534,40490965
chr17,40491123,40491675
chr17,40497462,40497919
chr17,40498220,40498988
chr17,40500085,40500831
chr17,47652839,47653065
chr17,58740091,58741159
chr17,61908401,61908968
chr17,62006214,62007117
chr17,74732745,74733115
chr17,77789846,77790458
chr17,79573993,79574369
chr17,79588948,79589567
